shape,changeType,blockNum,trialID,response,confidence,rt,subjectID,experimentName,experimentVersion,experimentTime,studyID,sessionID,browserName,browserVersion,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,change_key,gender,age,taskGuess,purposeGuess,commentText,totalTime,collapsedChange,correctAnswer,fullShapeName,shape_color,video_direction,responded_correctly,count,analysisChangeType
shape4,no_change6,8,72,different,3,1922.4,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape4_no_change6,0.17584748100000003,lr,0,1,none
shape2,no_change1,8,73,same,8,1031.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape2_no_change1,0.230009402,rl,1,1,none
shape8,no_change1,8,74,same,8,673.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape8_no_change1,0.36455825,rl,1,1,none
shape3,concave_area1,8,75,same,8,491.8,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_area1,different,shape3_concave_area1,,,0,1,concave
catch_shape,no_change5,8,76,same,9,831.2,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,catch_shape_no_change5,0.255306165,rl,1,1,none
shape1,concave_nofill_area2,8,77,different,7,1078.0,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_nofill_area2,different,shape1_concave_nofill_area2,,,1,1,concave_nofill
shape5,no_change1,8,78,same,7,611.8,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape5_no_change1,0.8813361009999999,lr,1,1,none
shape6,concave_nofill_area2,8,79,different,9,855.5,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_nofill_area2,different,shape6_concave_nofill_area2,,,1,1,concave_nofill
shape7,concave_nofill_area1,8,80,different,9,750.6,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_nofill_area1,different,shape7_concave_nofill_area1,,,1,1,concave_nofill
shape3,no_change3,9,81,same,8,1213.2,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape3_no_change3,0.9082113690000001,lr,1,1,none
shape5,concave_nofill_area2,9,82,different,9,882.7,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_nofill_area2,different,shape5_concave_nofill_area2,,,1,1,concave_nofill
shape8,no_change2,9,83,different,8,2879.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape8_no_change2,0.967180073,rl,0,1,none
shape2,convex_area1,9,84,different,9,659.4,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape2_convex_area1,,,1,1,convex
shape7,convex_area1,9,85,different,9,675.6,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape7_convex_area1,,,1,1,convex
shape4,concave_nofill_area1,9,86,different,9,851.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_nofill_area1,different,shape4_concave_nofill_area1,,,1,1,concave_nofill
shape1,no_change5,9,87,different,4,765.3,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape1_no_change5,0.982639687,rl,0,1,none
catch_shape,change6,9,88,different,9,745.7,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,change6,different,catch_shape_change6,0.343027212,rl,1,1,none
shape6,no_change6,9,89,same,8,1869.6,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape6_no_change6,0.265877314,lr,1,1,none
shape8,convex_area1,10,90,different,9,536.5,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape8_convex_area1,,,1,1,convex
shape1,convex_area1,10,91,different,9,728.8,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape1_convex_area1,,,1,1,convex
shape2,no_change5,10,92,different,4,1457.1,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape2_no_change5,0.871216435,lr,0,1,none
shape6,no_change4,10,93,same,2,760.4,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape6_no_change4,0.9643281770000001,lr,1,1,none
catch_shape,change1,10,94,different,9,1142.3,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,change1,different,catch_shape_change1,0.28546034600000003,lr,1,1,none
shape3,convex_area1,10,95,different,9,647.5,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape3_convex_area1,,,1,1,convex
shape5,convex_area1,10,96,different,9,768.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape5_convex_area1,,,1,1,convex
shape4,convex_area2,10,97,different,9,753.4,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area2,different,shape4_convex_area2,,,1,1,convex
shape7,no_change6,10,98,same,9,745.4,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape7_no_change6,0.48657649700000005,rl,1,1,none
shape5,no_change5,11,99,same,4,598.1,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape5_no_change5,0.56268488,rl,1,1,none
catch_shape,change4,11,100,different,9,638.6,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,change4,different,catch_shape_change4,0.056940257,rl,1,1,none
shape6,no_change5,11,101,same,8,318.5,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape6_no_change5,0.109930511,lr,1,1,none
shape4,convex_area1,11,102,different,9,595.3,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area1,different,shape4_convex_area1,,,1,1,convex
shape3,no_change4,11,103,same,6,651.8,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape3_no_change4,0.391097566,rl,1,1,none
shape8,no_change6,11,104,different,4,1981.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape8_no_change6,0.33963891,lr,0,1,none
shape7,concave_nofill_area2,11,105,different,9,730.9,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,concave_nofill_area2,different,shape7_concave_nofill_area2,,,1,1,concave_nofill
shape2,convex_area2,11,106,different,9,686.3,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,convex_area2,different,shape2_convex_area2,,,1,1,convex
shape1,no_change4,11,107,same,7,595.3,5e8a550123db8a6fdc9682d8,ducktruck,control,1048765.2,611a8cbde46ef77ccdf8b0c1,611aba0ed3deb8062288f6f3,Chrome,92,677,1349,768,1366,p, -- select an option -- ,,Determine whether a pair of two shapes were identical or were different.,Whether a series of obviously different or similar objects makes someone more or less confident when the series ends and switches to a pair of identical or different objects.,,1063823.6,no_change,same,shape1_no_change4,0.658603498,rl,1,1,none
shape7,concave_area2,0,0,same,9,3002.4,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_area2,different,shape7_concave_area2,,,0,1,concave
catch_shape,no_change2,0,1,same,9,1015.4,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,catch_shape_no_change2,0.245336605,lr,1,1,none
shape6,no_change1,0,2,same,9,1526.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape6_no_change1,0.745635528,rl,1,1,none
shape8,no_change6,0,3,same,9,1122.5,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape8_no_change6,0.33963891,lr,1,1,none
shape4,convex_area1,0,4,same,6,1189.3,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,convex_area1,different,shape4_convex_area1,,,0,1,convex
shape3,concave_nofill_area2,0,5,same,9,1078.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area2,different,shape3_concave_nofill_area2,,,0,1,concave_nofill
shape2,concave_nofill_area2,0,6,different,5,1284.5,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area2,different,shape2_concave_nofill_area2,,,1,1,concave_nofill
shape5,no_change5,0,7,same,9,461.9,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape5_no_change5,0.56268488,rl,1,1,none
shape1,no_change2,0,8,same,9,571.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape1_no_change2,0.14964697300000002,lr,1,1,none
shape1,concave_nofill_area1,1,9,same,9,583.7,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area1,different,shape1_concave_nofill_area1,,,0,1,concave_nofill
shape7,no_change4,1,10,same,9,495.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape7_no_change4,0.137952561,rl,1,1,none
shape2,no_change1,1,11,same,9,780.0,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape2_no_change1,0.230009402,rl,1,1,none
shape3,no_change3,1,12,same,9,503.5,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape3_no_change3,0.9082113690000001,lr,1,1,none
shape4,no_change3,1,13,same,9,625.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape4_no_change3,0.37374584899999996,rl,1,1,none
shape6,concave_area2,1,14,same,9,631.7,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_area2,different,shape6_concave_area2,,,0,1,concave
shape8,no_change4,1,15,same,9,565.8,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape8_no_change4,0.067118883,lr,1,1,none
shape5,no_change1,1,16,same,9,961.1,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape5_no_change1,0.8813361009999999,lr,1,1,none
catch_shape,change1,1,17,different,9,573.8,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,change1,different,catch_shape_change1,0.28546034600000003,lr,1,1,none
shape8,no_change5,2,18,same,9,534.5,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape8_no_change5,0.568193067,lr,1,1,none
shape4,concave_area2,2,19,different,9,975.3,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_area2,different,shape4_concave_area2,,,1,1,concave
shape1,concave_nofill_area2,2,20,different,4,2109.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area2,different,shape1_concave_nofill_area2,,,1,1,concave_nofill
shape2,concave_nofill_area1,2,21,different,9,1435.9,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area1,different,shape2_concave_nofill_area1,,,1,1,concave_nofill
shape5,no_change6,2,22,different,9,498.6,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape5_no_change6,0.15461751699999998,rl,0,1,none
catch_shape,no_change1,2,23,same,9,742.5,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,catch_shape_no_change1,0.9534566409999999,lr,1,1,none
shape7,concave_nofill_area1,2,24,different,9,1043.7,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area1,different,shape7_concave_nofill_area1,,,1,1,concave_nofill
shape6,no_change4,2,25,different,9,1265.3,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape6_no_change4,0.9643281770000001,lr,0,1,none
shape3,concave_area2,2,26,different,5,467.1,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_area2,different,shape3_concave_area2,,,1,1,concave
catch_shape,no_change6,3,27,same,9,482.2,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,catch_shape_no_change6,0.889778715,rl,1,1,none
shape6,concave_nofill_area2,3,28,different,9,634.1,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area2,different,shape6_concave_nofill_area2,,,1,1,concave_nofill
shape7,no_change3,3,29,same,9,585.3,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,no_change,same,shape7_no_change3,0.306079767,lr,1,1,none
shape8,concave_nofill_area2,3,30,different,5,1157.1,5ea163d4c066eb0008cf5741,ducktruck,control,905986.6,611a8cbde46ef77ccdf8b0c1,611ac2bc912273864997781f,Chrome,92,957,1903,1080,1920,q, -- select an option -- ,,Discern which similar pairs of shapes were the same or different.,No idea.,,916664.2,concave_nofill_area2,different,shape8_concave_nofill_area2,,,1,1,concave_nofill
