shape,changeType,blockNum,trialID,response,confidence,rt,subjectID,experimentName,experimentVersion,experimentTime,studyID,sessionID,browserName,browserVersion,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,change_key,gender,age,taskGuess,purposeGuess,commentText,totalTime,collapsedChange,correctAnswer,fullShapeName,shape_color,video_direction,responded_correctly,count,analysisChangeType
shape4,concave_area1,7,68,different,9,1865.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_area1,different,shape4_concave_area1,,,1,1,concave
shape7,convex_area1,7,69,different,9,1810.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape7_convex_area1,,,1,1,convex
shape8,no_change4,7,70,different,1,2145.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,no_change,same,shape8_no_change4,0.067118883,lr,0,1,none
catch_shape,no_change2,7,71,same,9,2298.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,no_change,same,catch_shape_no_change2,0.245336605,lr,1,1,none
shape2,concave_nofill_area1,8,72,different,9,1645.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area1,different,shape2_concave_nofill_area1,,,1,1,concave_nofill
shape1,concave_nofill_area2,8,73,different,9,1812.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape1_concave_nofill_area2,,,1,1,concave_nofill
shape5,concave_area2,8,74,different,7,1883.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_area2,different,shape5_concave_area2,,,1,1,concave
shape4,concave_nofill_area2,8,75,different,9,1882.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape4_concave_nofill_area2,,,1,1,concave_nofill
shape3,convex_area1,8,76,different,7,2344.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape3_convex_area1,,,1,1,convex
shape6,convex_area1,8,77,different,9,2077.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape6_convex_area1,,,1,1,convex
shape7,no_change6,8,78,same,1,1241.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,no_change,same,shape7_no_change6,0.48657649700000005,rl,1,1,none
shape8,concave_nofill_area1,8,79,different,5,1879.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area1,different,shape8_concave_nofill_area1,,,1,1,concave_nofill
catch_shape,change1,8,80,different,9,1849.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,change1,different,catch_shape_change1,0.28546034600000003,lr,1,1,none
shape4,concave_area2,9,81,different,9,1946.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_area2,different,shape4_concave_area2,,,1,1,concave
shape3,concave_nofill_area2,9,82,different,9,1635.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape3_concave_nofill_area2,,,1,1,concave_nofill
shape5,convex_area2,9,83,different,9,4839.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape5_convex_area2,,,1,1,convex
shape2,convex_area1,9,84,different,9,2194.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape2_convex_area1,,,1,1,convex
catch_shape,change6,9,85,different,9,2041.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,change6,different,catch_shape_change6,0.343027212,rl,1,1,none
shape1,no_change6,9,86,different,5,2714.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,no_change,same,shape1_no_change6,0.440461145,rl,0,1,none
shape6,concave_nofill_area2,9,87,different,9,1801.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape6_concave_nofill_area2,,,1,1,concave_nofill
shape7,concave_nofill_area1,9,88,different,9,1825.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area1,different,shape7_concave_nofill_area1,,,1,1,concave_nofill
shape8,convex_area2,9,89,different,9,1376.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape8_convex_area2,,,1,1,convex
shape1,convex_area1,10,90,different,9,1690.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape1_convex_area1,,,1,1,convex
shape3,concave_nofill_area1,10,91,different,9,848.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area1,different,shape3_concave_nofill_area1,,,1,1,concave_nofill
shape4,convex_area2,10,92,different,9,2371.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape4_convex_area2,,,1,1,convex
catch_shape,change4,10,93,different,9,1674.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,change4,different,catch_shape_change4,0.056940257,rl,1,1,none
shape2,convex_area2,10,94,different,9,1611.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape2_convex_area2,,,1,1,convex
shape8,convex_area1,10,95,different,9,1727.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape8_convex_area1,,,1,1,convex
shape5,convex_area1,10,96,different,9,1561.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape5_convex_area1,,,1,1,convex
shape6,convex_area2,10,97,different,9,1183.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape6_convex_area2,,,1,1,convex
shape7,concave_nofill_area2,10,98,different,9,2058.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape7_concave_nofill_area2,,,1,1,concave_nofill
shape1,convex_area2,11,99,different,9,1610.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape1_convex_area2,,,1,1,convex
shape2,concave_nofill_area2,11,100,different,6,2281.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape2_concave_nofill_area2,,,1,1,concave_nofill
shape4,convex_area1,11,101,different,8,2609.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area1,different,shape4_convex_area1,,,1,1,convex
shape6,concave_nofill_area1,11,102,different,9,1244.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area1,different,shape6_concave_nofill_area1,,,1,1,concave_nofill
shape3,convex_area2,11,103,different,3,1785.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape3_convex_area2,,,1,1,convex
catch_shape,change5,11,104,different,9,1825.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,change5,different,catch_shape_change5,0.224357715,rl,1,1,none
shape5,concave_nofill_area2,11,105,different,9,3401.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape5_concave_nofill_area2,,,1,1,concave_nofill
shape7,convex_area2,11,106,different,9,1608.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,convex_area2,different,shape7_convex_area2,,,1,1,convex
shape8,concave_nofill_area2,11,107,different,9,2265.0,5b6d2886b89e90000132b51e,ducktruck,control,989056.0,611a8cbde46ef77ccdf8b0c1,611abd8145fc203e4485aad4,Firefox,91,807,1376,900,1440,q, -- select an option -- ,,"decide if shape changed between two images flashed on screen, then rank how certain we were","something about how ordering biases people, or perception",,1003913.0,concave_nofill_area2,different,shape8_concave_nofill_area2,,,1,1,concave_nofill
shape3,no_change4,0,0,different,9,7115.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape3_no_change4,0.391097566,rl,0,1,none
shape2,no_change1,0,1,same,9,2232.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape2_no_change1,0.230009402,rl,1,1,none
shape6,no_change1,0,2,same,9,2472.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape6_no_change1,0.745635528,rl,1,1,none
shape1,no_change1,0,3,same,9,2037.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape1_no_change1,0.016503743,lr,1,1,none
shape4,no_change5,0,4,different,3,3513.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape4_no_change5,0.335320258,lr,0,1,none
shape5,no_change3,0,5,different,5,2348.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape5_no_change3,0.9424178609999999,lr,0,1,none
shape7,no_change1,0,6,same,9,2148.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape7_no_change1,0.787509048,lr,1,1,none
shape8,no_change3,0,7,same,7,1722.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape8_no_change3,0.848020062,rl,1,1,none
catch_shape,no_change1,0,8,same,9,2076.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,catch_shape_no_change1,0.9534566409999999,lr,1,1,none
shape4,no_change2,1,9,same,9,1242.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape4_no_change2,0.546234004,rl,1,1,none
shape3,no_change5,1,10,different,9,2375.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape3_no_change5,0.343132045,rl,0,1,none
shape6,no_change3,1,11,different,7,2170.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape6_no_change3,0.472023106,rl,0,1,none
shape1,no_change3,1,12,different,5,1487.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape1_no_change3,0.39750744600000004,lr,0,1,none
shape2,no_change5,1,13,different,7,2425.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape2_no_change5,0.871216435,lr,0,1,none
shape7,no_change6,1,14,same,5,1285.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape7_no_change6,0.48657649700000005,rl,1,1,none
shape5,no_change1,1,15,same,9,1491.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape5_no_change1,0.8813361009999999,lr,1,1,none
shape8,no_change2,1,16,different,5,27804.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape8_no_change2,0.967180073,rl,0,1,none
catch_shape,no_change3,1,17,same,9,2373.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,catch_shape_no_change3,0.803907334,lr,1,1,none
shape2,no_change2,2,18,different,4,1268.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape2_no_change2,0.830736492,rl,0,1,none
shape1,no_change2,2,19,same,9,888.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape1_no_change2,0.14964697300000002,lr,1,1,none
shape3,no_change6,2,20,different,4,1656.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape3_no_change6,0.20130798800000002,rl,0,1,none
shape4,no_change3,2,21,same,9,604.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape4_no_change3,0.37374584899999996,rl,1,1,none
shape5,no_change6,2,22,same,9,414.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape5_no_change6,0.15461751699999998,rl,1,1,none
shape8,no_change1,2,23,same,9,642.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape8_no_change1,0.36455825,rl,1,1,none
shape6,no_change2,2,24,same,9,922.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape6_no_change2,0.914900387,rl,1,1,none
shape7,no_change3,2,25,same,9,605.0,5b71c56d457b53000118dec7,ducktruck,control,986349.0,611a8cbde46ef77ccdf8b0c1,611ab93e7dfc9c7ee882da45,Firefox,91,587,1263,720,1280,q, -- select an option -- ,,In this study I had to detect if there were any changes in the comparison of two objects shown to me at a time.,This study was to see if humans are able to detect small changes in objects after being exposed to many objects that were different.,Everything worked well for me,1020008.0,no_change,same,shape7_no_change3,0.306079767,lr,1,1,none
